"Goal","Steps on Grass","Moral Judgment","Sign"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,93,"Keep Off The Grass"
"Pain",5,96,"Keep Off The Grass"
"Pain",5,87,"Keep Off The Grass"
"Pain",5,89,"Keep Off The Grass"
"Pain",5,93,"Keep Off The Grass"
"Pain",5,62,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,71,"Keep Off The Grass"
"Pain",5,100,"Keep Off The Grass"
"Pain",5,75,"Keep Off The Grass"
"Pain",5,96,"Keep Off The Grass"
"Ice Cream",5,11,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,50,"Keep Off The Grass"
"Ice Cream",5,100,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,100,"Keep Off The Grass"
"Ice Cream",5,14,"Keep Off The Grass"
"Ice Cream",5,24,"Keep Off The Grass"
"Ice Cream",5,57,"Keep Off The Grass"
"Ice Cream",5,25,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,25,"Keep Off The Grass"
"Ice Cream",5,3,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,75,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,4,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,4,"Keep Off The Grass"
"Ice Cream",5,23,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,50,"Keep Off The Grass"
"Ice Cream",5,9,"Keep Off The Grass"
"Ice Cream",5,14,"Keep Off The Grass"
"Ice Cream",5,32,"Keep Off The Grass"
"Ice Cream",5,50,"Keep Off The Grass"
"Ice Cream",5,31,"Keep Off The Grass"
"Ice Cream",5,82,"Keep Off The Grass"
"Ice Cream",5,13,"Keep Off The Grass"
"Ice Cream",5,13,"Keep Off The Grass"
"Ice Cream",5,5,"Keep Off The Grass"
"Ice Cream",5,5,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,34,"Keep Off The Grass"
"Ice Cream",5,30,"Keep Off The Grass"
"Ice Cream",5,8,"Keep Off The Grass"
"Ice Cream",5,2,"Keep Off The Grass"
"Ice Cream",5,33,"Keep Off The Grass"
"Ice Cream",5,18,"Keep Off The Grass"
"Ice Cream",5,73,"Keep Off The Grass"
"Ice Cream",5,27,"Keep Off The Grass"
"Ice Cream",5,28,"Keep Off The Grass"
"Ice Cream",5,25,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"Ice Cream",5,31,"Keep Off The Grass"
"Ice Cream",5,16,"Keep Off The Grass"
"Ice Cream",5,0,"Keep Off The Grass"
"vac clinic",5,0,"Keep Off The Grass"
"vac clinic",5,25,"Keep Off The Grass"
"vac clinic",5,24,"Keep Off The Grass"
"vac clinic",5,1,"Keep Off The Grass"
"vac clinic",5,25,"Keep Off The Grass"
"vac clinic",5,23,"Keep Off The Grass"
"vac clinic",5,50,"Keep Off The Grass"
"vac clinic",5,21,"Keep Off The Grass"
"vac clinic",5,10,"Keep Off The Grass"
"vac clinic",5,4,"Keep Off The Grass"
"vac clinic",5,51,"Keep Off The Grass"
"vac clinic",5,14,"Keep Off The Grass"
"vac clinic",5,0,"Keep Off The Grass"
"vac clinic",5,9,"Keep Off The Grass"
"vac clinic",5,68,"Keep Off The Grass"
"vac clinic",5,30,"Keep Off The Grass"
"vac clinic",5,5,"Keep Off The Grass"
"vac clinic",5,28,"Keep Off The Grass"
"vac clinic",5,32,"Keep Off The Grass"
"vac clinic",5,18,"Keep Off The Grass"
"vac clinic",5,3,"Keep Off The Grass"
"vac clinic",5,57,"Keep Off The Grass"
"vac clinic",5,26,"Keep Off The Grass"
"vac clinic",5,7,"Keep Off The Grass"
"vac clinic",5,2,"Keep Off The Grass"
"vac clinic",5,100,"Keep Off The Grass"
"vac clinic",5,50,"Keep Off The Grass"
"vac clinic",5,37,"Keep Off The Grass"
"vac clinic",5,0,"Keep Off The Grass"
"vac clinic",5,0,"Keep Off The Grass"
"vac clinic",5,21,"Keep Off The Grass"
"vac clinic",5,26,"Keep Off The Grass"
"vac clinic",5,33,"Keep Off The Grass"
"vac clinic",5,49,"Keep Off The Grass"
"vac clinic",5,100,"Keep Off The Grass"
"vac clinic",5,12,"Keep Off The Grass"
"vac clinic",5,27,"Keep Off The Grass"
"vac clinic",5,7,"Keep Off The Grass"
"vac clinic",5,59,"Keep Off The Grass"
"vac clinic",5,60,"Keep Off The Grass"
"vac clinic",5,25,"Keep Off The Grass"
"vac clinic",5,1,"Keep Off The Grass"
"vac clinic",5,100,"Keep Off The Grass"
"vac clinic",5,15,"Keep Off The Grass"
"vac clinic",5,4,"Keep Off The Grass"
"vac clinic",5,75,"Keep Off The Grass"
"vac clinic",5,31,"Keep Off The Grass"
"vac clinic",5,38,"Keep Off The Grass"
"vac clinic",5,32,"Keep Off The Grass"
"porta-potty",5,23,"Keep Off The Grass"
"porta-potty",5,100,"Keep Off The Grass"
"porta-potty",5,75,"Keep Off The Grass"
"porta-potty",5,76,"Keep Off The Grass"
"porta-potty",5,60,"Keep Off The Grass"
"porta-potty",5,26,"Keep Off The Grass"
"porta-potty",5,58,"Keep Off The Grass"
"porta-potty",5,73,"Keep Off The Grass"
"porta-potty",5,70,"Keep Off The Grass"
"porta-potty",5,44,"Keep Off The Grass"
"porta-potty",5,64,"Keep Off The Grass"
"porta-potty",5,81,"Keep Off The Grass"
"porta-potty",5,27,"Keep Off The Grass"
"porta-potty",5,77,"Keep Off The Grass"
"porta-potty",5,100,"Keep Off The Grass"
"porta-potty",5,28,"Keep Off The Grass"
"porta-potty",5,10,"Keep Off The Grass"
"porta-potty",5,1,"Keep Off The Grass"
"porta-potty",5,50,"Keep Off The Grass"
"porta-potty",5,41,"Keep Off The Grass"
"porta-potty",5,87,"Keep Off The Grass"
"porta-potty",5,100,"Keep Off The Grass"
"porta-potty",5,50,"Keep Off The Grass"
"porta-potty",5,0,"Keep Off The Grass"
"porta-potty",5,63,"Keep Off The Grass"
"porta-potty",5,50,"Keep Off The Grass"
"porta-potty",5,79,"Keep Off The Grass"
"porta-potty",5,34,"Keep Off The Grass"
"porta-potty",5,79,"Keep Off The Grass"
"porta-potty",5,96,"Keep Off The Grass"
"porta-potty",5,64,"Keep Off The Grass"
"porta-potty",5,76,"Keep Off The Grass"
"porta-potty",5,0,"Keep Off The Grass"
"porta-potty",5,8,"Keep Off The Grass"
"porta-potty",5,89,"Keep Off The Grass"
"porta-potty",5,50,"Keep Off The Grass"
"porta-potty",5,12,"Keep Off The Grass"
"porta-potty",5,24,"Keep Off The Grass"
"porta-potty",5,3,"Keep Off The Grass"
"porta-potty",5,8,"Keep Off The Grass"
"porta-potty",5,71,"Keep Off The Grass"
"porta-potty",5,20,"Keep Off The Grass"
"porta-potty",5,83,"Keep Off The Grass"
"porta-potty",5,50,"Keep Off The Grass"
"porta-potty",5,0,"Keep Off The Grass"
"porta-potty",5,80,"Keep Off The Grass"
"porta-potty",5,31,"Keep Off The Grass"
"porta-potty",5,49,"Keep Off The Grass"
"porta-potty",5,19,"Keep Off The Grass"
"police car",5,19,"Keep Off The Grass"
"police car",5,1,"Keep Off The Grass"
"police car",5,0,"Keep Off The Grass"
"police car",5,67,"Keep Off The Grass"
"police car",5,1,"Keep Off The Grass"
"police car",5,100,"Keep Off The Grass"
"police car",5,0,"Keep Off The Grass"
"police car",5,27,"Keep Off The Grass"
"police car",5,3,"Keep Off The Grass"
"police car",5,98,"Keep Off The Grass"
"police car",5,70,"Keep Off The Grass"
"police car",5,27,"Keep Off The Grass"
"police car",5,58,"Keep Off The Grass"
"police car",5,73,"Keep Off The Grass"
"police car",5,51,"Keep Off The Grass"
"police car",5,0,"Keep Off The Grass"
"police car",5,26,"Keep Off The Grass"
"police car",5,95,"Keep Off The Grass"
"police car",5,10,"Keep Off The Grass"
"police car",5,42,"Keep Off The Grass"
"police car",5,75,"Keep Off The Grass"
"police car",5,76,"Keep Off The Grass"
"police car",5,0,"Keep Off The Grass"
"police car",5,7,"Keep Off The Grass"
"police car",5,8,"Keep Off The Grass"
"police car",5,62,"Keep Off The Grass"
"police car",5,59,"Keep Off The Grass"
"police car",5,100,"Keep Off The Grass"
"police car",5,24,"Keep Off The Grass"
"police car",5,33,"Keep Off The Grass"
"police car",5,24,"Keep Off The Grass"
"police car",5,40,"Keep Off The Grass"
"police car",5,31,"Keep Off The Grass"
"police car",5,38,"Keep Off The Grass"
"police car",5,67,"Keep Off The Grass"
"police car",5,50,"Keep Off The Grass"
"police car",5,74,"Keep Off The Grass"
"police car",5,86,"Keep Off The Grass"
"police car",5,37,"Keep Off The Grass"
"police car",5,77,"Keep Off The Grass"
"police car",5,33,"Keep Off The Grass"
"police car",5,74,"Keep Off The Grass"
"police car",5,50,"Keep Off The Grass"
"police car",5,24,"Keep Off The Grass"
"police car",5,24,"Keep Off The Grass"
"police car",5,5,"Keep Off The Grass"
"police car",5,42,"Keep Off The Grass"
"police car",5,39,"Keep Off The Grass"
"police car",5,77,"Keep Off The Grass"
"a friend",5,24,"Keep Off The Grass"
"a friend",5,22,"Keep Off The Grass"
"a friend",5,50,"Keep Off The Grass"
"a friend",5,2,"Keep Off The Grass"
"a friend",5,26,"Keep Off The Grass"
"a friend",5,22,"Keep Off The Grass"
"a friend",5,17,"Keep Off The Grass"
"a friend",5,25,"Keep Off The Grass"
"a friend",5,100,"Keep Off The Grass"
"a friend",5,52,"Keep Off The Grass"
"a friend",5,14,"Keep Off The Grass"
"a friend",5,22,"Keep Off The Grass"
"a friend",5,26,"Keep Off The Grass"
"a friend",5,6,"Keep Off The Grass"
"a friend",5,32,"Keep Off The Grass"
"a friend",5,34,"Keep Off The Grass"
"a friend",5,26,"Keep Off The Grass"
"a friend",5,76,"Keep Off The Grass"
"a friend",5,2,"Keep Off The Grass"
"a friend",5,48,"Keep Off The Grass"
"a friend",5,12,"Keep Off The Grass"
"a friend",5,0,"Keep Off The Grass"
"a friend",5,0,"Keep Off The Grass"
"a friend",5,3,"Keep Off The Grass"
"a friend",5,4,"Keep Off The Grass"
"a friend",5,7,"Keep Off The Grass"
"a friend",5,38,"Keep Off The Grass"
"a friend",5,77,"Keep Off The Grass"
"a friend",5,58,"Keep Off The Grass"
"a friend",5,72,"Keep Off The Grass"
"a friend",5,6,"Keep Off The Grass"
"a friend",5,15,"Keep Off The Grass"
"a friend",5,16,"Keep Off The Grass"
"a friend",5,32,"Keep Off The Grass"
"a friend",5,4,"Keep Off The Grass"
"a friend",5,19,"Keep Off The Grass"
"a friend",5,0,"Keep Off The Grass"
"a friend",5,28,"Keep Off The Grass"
"a friend",5,8,"Keep Off The Grass"
"a friend",5,58,"Keep Off The Grass"
"a friend",5,100,"Keep Off The Grass"
"a friend",5,29,"Keep Off The Grass"
"a friend",5,34,"Keep Off The Grass"
"a friend",5,18,"Keep Off The Grass"
"a friend",5,0,"Keep Off The Grass"
"a friend",5,100,"Keep Off The Grass"
"a friend",5,48,"Keep Off The Grass"
"a friend",5,25,"Keep Off The Grass"
"a friend",5,77,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,98,"Keep Off The Grass"
"Pain",4,21,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,0,"Keep Off The Grass"
"Pain",4,73,"Keep Off The Grass"
"Pain",4,78,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,10,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,95,"Keep Off The Grass"
"Pain",4,69,"Keep Off The Grass"
"Pain",4,80,"Keep Off The Grass"
"Pain",4,0,"Keep Off The Grass"
"Pain",4,74,"Keep Off The Grass"
"Pain",4,72,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,86,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,4,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,91,"Keep Off The Grass"
"Pain",4,78,"Keep Off The Grass"
"Pain",4,99,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,29,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,30,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,97,"Keep Off The Grass"
"Pain",4,83,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,74,"Keep Off The Grass"
"Pain",4,55,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,86,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,90,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,23,"Keep Off The Grass"
"Pain",4,100,"Keep Off The Grass"
"Pain",4,74,"Keep Off The Grass"
"Pain",4,12,"Keep Off The Grass"
"Pain",4,15,"Keep Off The Grass"
"Pain",4,76,"Keep Off The Grass"
"Ice Cream",4,15,"Keep Off The Grass"
"Ice Cream",4,29,"Keep Off The Grass"
"Ice Cream",4,27,"Keep Off The Grass"
"Ice Cream",4,100,"Keep Off The Grass"
"Ice Cream",4,93,"Keep Off The Grass"
"Ice Cream",4,25,"Keep Off The Grass"
"Ice Cream",4,5,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,37,"Keep Off The Grass"
"Ice Cream",4,1,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,17,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,100,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,13,"Keep Off The Grass"
"Ice Cream",4,31,"Keep Off The Grass"
"Ice Cream",4,24,"Keep Off The Grass"
"Ice Cream",4,23,"Keep Off The Grass"
"Ice Cream",4,82,"Keep Off The Grass"
"Ice Cream",4,25,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,14,"Keep Off The Grass"
"Ice Cream",4,13,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,36,"Keep Off The Grass"
"Ice Cream",4,12,"Keep Off The Grass"
"Ice Cream",4,32,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,4,"Keep Off The Grass"
"Ice Cream",4,48,"Keep Off The Grass"
"Ice Cream",4,51,"Keep Off The Grass"
"Ice Cream",4,34,"Keep Off The Grass"
"Ice Cream",4,6,"Keep Off The Grass"
"Ice Cream",4,20,"Keep Off The Grass"
"Ice Cream",4,36,"Keep Off The Grass"
"Ice Cream",4,40,"Keep Off The Grass"
"Ice Cream",4,4,"Keep Off The Grass"
"Ice Cream",4,13,"Keep Off The Grass"
"Ice Cream",4,43,"Keep Off The Grass"
"Ice Cream",4,23,"Keep Off The Grass"
"Ice Cream",4,7,"Keep Off The Grass"
"Ice Cream",4,0,"Keep Off The Grass"
"Ice Cream",4,10,"Keep Off The Grass"
"Ice Cream",4,19,"Keep Off The Grass"
"Ice Cream",4,25,"Keep Off The Grass"
"Ice Cream",4,28,"Keep Off The Grass"
"Ice Cream",4,22,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,38,"Keep Off The Grass"
"vac clinic",4,44,"Keep Off The Grass"
"vac clinic",4,6,"Keep Off The Grass"
"vac clinic",4,16,"Keep Off The Grass"
"vac clinic",4,62,"Keep Off The Grass"
"vac clinic",4,97,"Keep Off The Grass"
"vac clinic",4,3,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,62,"Keep Off The Grass"
"vac clinic",4,3,"Keep Off The Grass"
"vac clinic",4,19,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,4,"Keep Off The Grass"
"vac clinic",4,38,"Keep Off The Grass"
"vac clinic",4,37,"Keep Off The Grass"
"vac clinic",4,40,"Keep Off The Grass"
"vac clinic",4,36,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,23,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,25,"Keep Off The Grass"
"vac clinic",4,28,"Keep Off The Grass"
"vac clinic",4,41,"Keep Off The Grass"
"vac clinic",4,33,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,53,"Keep Off The Grass"
"vac clinic",4,27,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,55,"Keep Off The Grass"
"vac clinic",4,24,"Keep Off The Grass"
"vac clinic",4,37,"Keep Off The Grass"
"vac clinic",4,15,"Keep Off The Grass"
"vac clinic",4,12,"Keep Off The Grass"
"vac clinic",4,54,"Keep Off The Grass"
"vac clinic",4,50,"Keep Off The Grass"
"vac clinic",4,100,"Keep Off The Grass"
"vac clinic",4,3,"Keep Off The Grass"
"vac clinic",4,2,"Keep Off The Grass"
"vac clinic",4,50,"Keep Off The Grass"
"vac clinic",4,10,"Keep Off The Grass"
"vac clinic",4,26,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,23,"Keep Off The Grass"
"vac clinic",4,84,"Keep Off The Grass"
"vac clinic",4,45,"Keep Off The Grass"
"vac clinic",4,100,"Keep Off The Grass"
"vac clinic",4,47,"Keep Off The Grass"
"vac clinic",4,0,"Keep Off The Grass"
"vac clinic",4,50,"Keep Off The Grass"
"vac clinic",4,16,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,25,"Keep Off The Grass"
"porta-potty",4,100,"Keep Off The Grass"
"porta-potty",4,44,"Keep Off The Grass"
"porta-potty",4,59,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,3,"Keep Off The Grass"
"porta-potty",4,78,"Keep Off The Grass"
"porta-potty",4,37,"Keep Off The Grass"
"porta-potty",4,27,"Keep Off The Grass"
"porta-potty",4,16,"Keep Off The Grass"
"porta-potty",4,42,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,100,"Keep Off The Grass"
"porta-potty",4,50,"Keep Off The Grass"
"porta-potty",4,24,"Keep Off The Grass"
"porta-potty",4,27,"Keep Off The Grass"
"porta-potty",4,86,"Keep Off The Grass"
"porta-potty",4,59,"Keep Off The Grass"
"porta-potty",4,56,"Keep Off The Grass"
"porta-potty",4,5,"Keep Off The Grass"
"porta-potty",4,56,"Keep Off The Grass"
"porta-potty",4,100,"Keep Off The Grass"
"porta-potty",4,37,"Keep Off The Grass"
"porta-potty",4,15,"Keep Off The Grass"
"porta-potty",4,24,"Keep Off The Grass"
"porta-potty",4,50,"Keep Off The Grass"
"porta-potty",4,72,"Keep Off The Grass"
"porta-potty",4,40,"Keep Off The Grass"
"porta-potty",4,23,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,68,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,26,"Keep Off The Grass"
"porta-potty",4,95,"Keep Off The Grass"
"porta-potty",4,14,"Keep Off The Grass"
"porta-potty",4,52,"Keep Off The Grass"
"porta-potty",4,30,"Keep Off The Grass"
"porta-potty",4,100,"Keep Off The Grass"
"porta-potty",4,24,"Keep Off The Grass"
"porta-potty",4,42,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,57,"Keep Off The Grass"
"porta-potty",4,30,"Keep Off The Grass"
"porta-potty",4,100,"Keep Off The Grass"
"porta-potty",4,52,"Keep Off The Grass"
"porta-potty",4,57,"Keep Off The Grass"
"porta-potty",4,30,"Keep Off The Grass"
"porta-potty",4,0,"Keep Off The Grass"
"porta-potty",4,21,"Keep Off The Grass"
"porta-potty",4,31,"Keep Off The Grass"
"police car",4,76,"Keep Off The Grass"
"police car",4,77,"Keep Off The Grass"
"police car",4,49,"Keep Off The Grass"
"police car",4,22,"Keep Off The Grass"
"police car",4,4,"Keep Off The Grass"
"police car",4,84,"Keep Off The Grass"
"police car",4,0,"Keep Off The Grass"
"police car",4,22,"Keep Off The Grass"
"police car",4,84,"Keep Off The Grass"
"police car",4,20,"Keep Off The Grass"
"police car",4,24,"Keep Off The Grass"
"police car",4,100,"Keep Off The Grass"
"police car",4,14,"Keep Off The Grass"
"police car",4,26,"Keep Off The Grass"
"police car",4,50,"Keep Off The Grass"
"police car",4,1,"Keep Off The Grass"
"police car",4,67,"Keep Off The Grass"
"police car",4,94,"Keep Off The Grass"
"police car",4,28,"Keep Off The Grass"
"police car",4,5,"Keep Off The Grass"
"police car",4,0,"Keep Off The Grass"
"police car",4,50,"Keep Off The Grass"
"police car",4,40,"Keep Off The Grass"
"police car",4,47,"Keep Off The Grass"
"police car",4,50,"Keep Off The Grass"
"police car",4,40,"Keep Off The Grass"
"police car",4,0,"Keep Off The Grass"
"police car",4,36,"Keep Off The Grass"
"police car",4,61,"Keep Off The Grass"
"police car",4,74,"Keep Off The Grass"
"police car",4,43,"Keep Off The Grass"
"police car",4,99,"Keep Off The Grass"
"police car",4,0,"Keep Off The Grass"
"police car",4,2,"Keep Off The Grass"
"police car",4,68,"Keep Off The Grass"
"police car",4,24,"Keep Off The Grass"
"police car",4,100,"Keep Off The Grass"
"police car",4,25,"Keep Off The Grass"
"police car",4,85,"Keep Off The Grass"
"police car",4,19,"Keep Off The Grass"
"police car",4,100,"Keep Off The Grass"
"police car",4,24,"Keep Off The Grass"
"police car",4,40,"Keep Off The Grass"
"police car",4,33,"Keep Off The Grass"
"police car",4,64,"Keep Off The Grass"
"police car",4,0,"Keep Off The Grass"
"police car",4,5,"Keep Off The Grass"
"police car",4,26,"Keep Off The Grass"
"police car",4,29,"Keep Off The Grass"
"police car",4,32,"Keep Off The Grass"
"police car",4,0,"Keep Off The Grass"
"a friend",4,24,"Keep Off The Grass"
"a friend",4,20,"Keep Off The Grass"
"a friend",4,50,"Keep Off The Grass"
"a friend",4,7,"Keep Off The Grass"
"a friend",4,25,"Keep Off The Grass"
"a friend",4,23,"Keep Off The Grass"
"a friend",4,22,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,50,"Keep Off The Grass"
"a friend",4,31,"Keep Off The Grass"
"a friend",4,100,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,24,"Keep Off The Grass"
"a friend",4,100,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,66,"Keep Off The Grass"
"a friend",4,16,"Keep Off The Grass"
"a friend",4,26,"Keep Off The Grass"
"a friend",4,15,"Keep Off The Grass"
"a friend",4,24,"Keep Off The Grass"
"a friend",4,24,"Keep Off The Grass"
"a friend",4,30,"Keep Off The Grass"
"a friend",4,39,"Keep Off The Grass"
"a friend",4,45,"Keep Off The Grass"
"a friend",4,3,"Keep Off The Grass"
"a friend",4,37,"Keep Off The Grass"
"a friend",4,26,"Keep Off The Grass"
"a friend",4,34,"Keep Off The Grass"
"a friend",4,3,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,38,"Keep Off The Grass"
"a friend",4,51,"Keep Off The Grass"
"a friend",4,17,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,35,"Keep Off The Grass"
"a friend",4,85,"Keep Off The Grass"
"a friend",4,14,"Keep Off The Grass"
"a friend",4,6,"Keep Off The Grass"
"a friend",4,14,"Keep Off The Grass"
"a friend",4,14,"Keep Off The Grass"
"a friend",4,23,"Keep Off The Grass"
"a friend",4,55,"Keep Off The Grass"
"a friend",4,44,"Keep Off The Grass"
"a friend",4,33,"Keep Off The Grass"
"a friend",4,95,"Keep Off The Grass"
"a friend",4,31,"Keep Off The Grass"
"a friend",4,15,"Keep Off The Grass"
"a friend",4,3,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"a friend",4,0,"Keep Off The Grass"
"Pain",3,86,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,50,"Keep Off The Grass"
"Pain",3,50,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,49,"Keep Off The Grass"
"Pain",3,98,"Keep Off The Grass"
"Pain",3,99,"Keep Off The Grass"
"Pain",3,87,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,81,"Keep Off The Grass"
"Pain",3,88,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,0,"Keep Off The Grass"
"Pain",3,97,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,89,"Keep Off The Grass"
"Pain",3,76,"Keep Off The Grass"
"Pain",3,92,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,78,"Keep Off The Grass"
"Pain",3,69,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,15,"Keep Off The Grass"
"Pain",3,36,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,22,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,61,"Keep Off The Grass"
"Pain",3,70,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,91,"Keep Off The Grass"
"Pain",3,32,"Keep Off The Grass"
"Pain",3,99,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,23,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,70,"Keep Off The Grass"
"Pain",3,92,"Keep Off The Grass"
"Pain",3,100,"Keep Off The Grass"
"Pain",3,68,"Keep Off The Grass"
"Pain",3,94,"Keep Off The Grass"
"Ice Cream",3,13,"Keep Off The Grass"
"Ice Cream",3,13,"Keep Off The Grass"
"Ice Cream",3,20,"Keep Off The Grass"
"Ice Cream",3,0,"Keep Off The Grass"
"Ice Cream",3,70,"Keep Off The Grass"
"Ice Cream",3,1,"Keep Off The Grass"
"Ice Cream",3,4,"Keep Off The Grass"
"Ice Cream",3,0,"Keep Off The Grass"
"Ice Cream",3,12,"Keep Off The Grass"
"Ice Cream",3,0,"Keep Off The Grass"
"Ice Cream",3,4,"Keep Off The Grass"
"Ice Cream",3,7,"Keep Off The Grass"
"Ice Cream",3,50,"Keep Off The Grass"
"Ice Cream",3,26,"Keep Off The Grass"
"Ice Cream",3,34,"Keep Off The Grass"
"Ice Cream",3,100,"Keep Off The Grass"
"Ice Cream",3,46,"Keep Off The Grass"
"Ice Cream",3,15,"Keep Off The Grass"
"Ice Cream",3,93,"Keep Off The Grass"
"Ice Cream",3,19,"Keep Off The Grass"
